2610bb60-a99b-4b8e-8ea8-5e6e71f35ef9,60644209415481,DH PS1 CHOCOLATE DRIZZL 4.6 OZ,null,null,false,null,null,01,018,24252,01,01,2023-08-11T00:56:52.462Z
27fb9653-fb7e-4dde-8b00-c116dd4e68bf,60648505312505,Lucini Italia Savory Fig Balsamico Artisan Vinegar 8.5oz,null,null,false,null,null,01,133,20218,01,01,2023-03-25T12:29:03.606Z
c5141b67-de6d-4c5a-8ae8-b0b31c19265c,60717489000606,Milani Conceal + Perfect Undereye Brightener Nectar,null,null,false,null,null,16,813,61083,03,03,2023-03-26T13:14:28.016Z
625628ac-bc70-41d6-aa22-393f38e5cd5a,60766694001045,Frontier Soup Soup - Indiana Harvest Sausage - Case of 8 - 16 oz.,null,"<p>Frontier soups indiana harvest sausage and lentil soup mix makes a delicious meal you and your family will love. Made from green and red lentils, rice, onion, carrots, celery, leeks, paprika and spices. Gluten-free with no preservatives, msg or added salt. Contains one 16 oz. Bag of soup mix. From hearty bean soups to chili, chowders and more delicate varieties, frontier soups offers soup for all seasons and every appetite! all ingredients are of the finest quality and contain no salt, msg or preservatives.</p>",true,null,null,01,154,19269,01,01,2023-03-25T15:10:42.138Z
8d6c4d67-95eb-4ea4-9db3-8a54f622dc8f,60819770002471,Basic Lunch Bag - Pink Yarrow,null,null,false,null,null,84,739,76080,03,87,2023-08-17T15:26:43.229Z
95b92f4d-c793-4678-86fb-a501fbb15e92,60821808310212,"Beach Ball 20""",null,null,false,null,null,64,944,87633,03,87,2023-03-25T14:50:40.289Z
8d3f6887-d0ed-4bec-8e0b-0999f959671d,60832112000409,Nature's Eats Yogurt Pretzel / Banana Chip FloorShipper,null,null,null,null,null,07,642,98206,07,07,2023-09-20T22:25:26.252Z
6febb922-ec96-43e4-9eaf-a07041c52a95,60834183100323,6/20 OZ ALEXIA® Chipotle Seasoned Spicy Sweet Potato Fries,null,null,false,null,null,17,695,69504,01,17,2023-03-25T15:42:21.095Z
84f911f4-f910-4748-ba8d-c1e7966affa8,60843076000145,Lakanto - Monkfruit Sweetened Chocolate Bar - Dark Chocolate with Almonds - Case of 8 - 3 oz.,null,"<p>HOLIDAY CHRISTMAS CANDY CHOCOLATE - Lakanto Sugar-Free Chocolate Bars are handcrafted by master chocolatiers and exclusively sweetened with Lakanto Monkfruit Sweetener, which has a glycemic index of zero. Lakanto only uses the highest quality Arriba Nacional cacao beans to craft our signature chocolates. Arriba Nacional is known for its chocolate flavor with light fruity overtones. To preserve its rich flavors, our chocolatiers make our chocolate using old-world methods to enhance the flavor and texture of our bars. We use the freshest ingredients available to bring you this gourmet, bean-to-bar, sugar-free chocolate bar.</p>",true,null,null,04,202,23231,03,03,2023-03-25T19:45:36.948Z
2df89aef-c61f-4c05-823e-1e41c22bd233,60853672002283,Riega Organic Chicken Fajita Seasoning Mix  - Case of 8 - .71 OZ,null,"<p>Riega organic chicken fajita seasoning mix is full of real spices and no filler. Easily shake it on your meat and veggies before or after cooking. It’s great for grilling or baking chicken dishes too. If you’re a vegetarian or a vegan, this seasoning is for you. It has been certified organic, gluten-free, vegan, msg-free and worry-free. See the nutrition facts panel for allergen information. Includes one 0.71 oz. Pouch of riega organic chicken fajita seasoning mix. We believe that real people like you deserve real foods bursting with real flavor. That’s why all our clean, packaged foods are designed to help you create the delicious and healthy dishes that your family deserves.</p>",true,null,null,01,013,20216,01,01,2023-03-25T19:23:31.548Z
2e53e75f-80a4-407e-b3f7-fb1aaf189514,60853894007011,Quantum Energy Squares - Bar Caffe Mocha Almd Chip - CS of 8-1.69 OZ,null,<p>Quantum energy squares - bar caffe mocha almd chip - cs of 8-1.69 oz</p>,true,null,null,01,056,27601,01,01,2023-03-26T01:02:20.346Z
75b4f8a1-82e8-43bf-a800-515eec50e052,60858959005018,Chef's Cut Real Steak Jerkey - Chipotle Cracked Pepper - Case of 8,null,"<p>Chef's cut real jerky, real jerky, steak chipotle pepper is made from premium beef. This product is chef crafted, made from premium cuts and free of gluten and added nitrites. Chef's cut real jerky, real jerky, steak chipotle pepper is great as an on-the-go snack in a 2.5 oz. Pouch and contains only 100 calories per 1 oz. Serving. This product is also a good source of protein, containing 12 g. Per serving. Please see nutritional fact panel for any possible allergens associated with chef's cut real jerky, real jerky, steak chipotle pepper.</p>",true,null,null,60,196,18325,01,01,2023-03-27T08:47:47.505Z
dcb2e7d7-57d5-49f3-b269-e022588a3642,60868896000236,"JEM Organics Superberry Almond Butter USDA Certified Organic, sprouted, stoneground, all-natural, vegan, Kosher, soy, dairy and palm oil free, ridiculously delicious premium nut butter",null,null,false,null,null,01,076,22230,01,01,2023-08-16T10:27:42.027Z
